game,link,platforms,difficulty,time_needed,platinum_rarity,views,guide_rating,guide_rating_count,user_favourites
Moving Out,https://psnprofiles.com/guide/19024-moving-out-movers-in-paradise-dlc-trophy-guide,PS4,3/10,5,,"1,901",,0,2
Monopoly Family Fun Pack,https://psnprofiles.com/guide/7644-monopoly-family-fun-pack-trophy-guide,PS4,3/10,5,,"17,094",4/5,5,7
Dragon Age: Origins,https://psnprofiles.com/guide/1866-dragon-age-origins-awakening-dlc-trophy-guide,PS3,3/10,5,,"17,166",5/5,7,20
Wasteland 3,https://psnprofiles.com/guide/17326-wasteland-3-the-cult-of-the-holy-detonation-dlc-trophy-guide,PS4,3/10,5,,"2,439",,0,1
Rise of the Tomb Raider,https://psnprofiles.com/guide/5795-rise-of-the-tomb-raider-endurance-co-op-dlc-trophy-guide,PS4,3/10,5,,"50,254",5/5,20,36
King's Quest,https://psnprofiles.com/guide/3236-kings-quest-trophy-guide,PS4,3/10,5,,"30,896",4/5,16,38
The Spectrum Retreat,https://psnprofiles.com/guide/10928-the-spectrum-retreat-trophy-guide,PS4,3/10,5,,"10,701",,0,4
LittleBigPlanet 3,https://psnprofiles.com/guide/13921-littlebigplanet-3-the-journey-home-dlc-trophy-guide,PS4,3/10,5,,"8,674",4/5,8,5
LittleBigPlanet 2,https://psnprofiles.com/guide/4703-littlebigplanet-2-cross-controller-dlc-trophy-guide,PS3,3/10,5,,"7,148",,0,8
SEGA Rally Online Arcade,https://psnprofiles.com/guide/3015-sega-rally-online-arcade-trophy-guide,PS3,3/10,5,,"3,781",,0,5
Claws of Furry,https://psnprofiles.com/guide/7864-claws-of-furry-trophy-guide,PS4,3/10,5,,"2,788",,0,0
The Jackbox Party Pack 3,https://psnprofiles.com/guide/9618-the-jackbox-party-pack-3-trophy-guide,PS4,3/10,5,,"9,234",5/5,5,7
Titan Quest,https://psnprofiles.com/guide/10455-titan-quest-atlantis-dlc-trophy-guide,PS4,3/10,5,,"9,144",,0,1
Payday 2: Crimewave Edition,https://psnprofiles.com/guide/6996-payday-2-crimewave-edition-the-point-break-heist-dlc-trophy-guide,PS4,3/10,5,,"4,963",,0,6
"Guns, Gore & Cannoli",https://psnprofiles.com/guide/5110-guns-gore-cannoli-trophy-guide,PS4,3/10,6,,"17,870",5/5,7,19
Hitman 2,https://psnprofiles.com/guide/10807-hitman-2-hitman-legacy-bangkok-dlc-trophy-guide,PS4,3/10,6,,"7,602",4/5,6,6
Hitman 2,https://psnprofiles.com/guide/10804-hitman-2-hitman-legacy-sapienza-dlc-trophy-guide,PS4,3/10,6,,"8,354",4/5,6,7
Wasteland 3,https://psnprofiles.com/guide/17325-wasteland-3-the-battle-of-steeltown-dlc-trophy-guide,PS4,3/10,6,,"2,128",,0,1
Stranger of Paradise: Final Fantasy Origin,https://psnprofiles.com/guide/14881-stranger-of-paradise-final-fantasy-origin-trials-of-the-dragon-king-dlc-trophy-guide,PS5,3/10,6,,"32,611",4/5,13,12
Just Cause 4,https://psnprofiles.com/guide/8925-just-cause-4-dare-devils-of-destruction-dlc-trophy-guide,PS4,3/10,6,,"24,007",5/5,12,7
Hitman 2,https://psnprofiles.com/guide/10721-hitman-2-hitman-legacy-paris-dlc-trophy-guide,PS4,3/10,6,,"9,529",4/5,6,6
Marvel's Midnight Suns,https://psnprofiles.com/guide/16758-marvels-midnight-suns-marvels-midnight-suns-blood-storm-dlc-trophy-guide,PS5,3/10,6,,"10,029",,0,4
Outlast,https://psnprofiles.com/guide/889-outlast-whistleblower-dlc-trophy-guide,PS4,3/10,6,,"22,811",5/5,6,36
Hitman 2,https://psnprofiles.com/guide/10800-hitman-2-mumbai-dlc-trophy-guide,PS4,3/10,6,,"13,691",5/5,6,8
Hitman 2,https://psnprofiles.com/guide/10613-hitman-2-hitman-legacy-hokkaido-dlc-trophy-guide,PS4,3/10,6,,"7,951",,0,6
Call of Duty: Ghosts,https://psnprofiles.com/guide/10095-call-of-duty-ghosts-call-of-duty-ghosts-devastation-dlc-trophy-guide,PS4,3/10,6,,"15,956",,0,6
Foamstars,https://psnprofiles.com/guide/19010-foamstars-heroes-of-bath-vegas-dlc-trophy-guide,PS5,3/10,6,,"2,132",,0,3
Far Cry 5,https://psnprofiles.com/guide/7601-far-cry-5-lost-on-mars-dlc-trophy-guide,PS4,3/10,6,,"39,201",5/5,23,34
Hitman 2,https://psnprofiles.com/guide/10565-hitman-2-miami-dlc-trophy-guide,PS4,3/10,6,,"21,450",5/5,9,11
Assassin's Creed Origins,https://psnprofiles.com/guide/6987-assassins-creed-origins-assassins-creed-origins-the-hidden-ones-dlc-trophy-guide,PS4,3/10,6,,"66,754",5/5,36,52
Hitman 2,https://psnprofiles.com/guide/10801-hitman-2-whittleton-creek-dlc-trophy-guide,PS4,3/10,6,,"12,004",4/5,8,6
Max Payne 3,https://psnprofiles.com/guide/886-max-payne-3-local-justice-dlc-trophy-guide,PS3,3/10,6,,"7,872",,0,6
The Simpsons Arcade Game,https://psnprofiles.com/guide/6461-the-simpsons-arcade-game-trophy-guide,PS3,3/10,6,,"10,243",,0,13
Hitman 2,https://psnprofiles.com/guide/10806-hitman-2-hitman-legacy-bonus-missions-dlc-trophy-guide,PS4,3/10,6,,"10,004",4/5,5,6
Hitman 2,https://psnprofiles.com/guide/10805-hitman-2-hitman-legacy-marrakesh-dlc-trophy-guide,PS4,3/10,6,,"7,600",3/5,5,6
Hitman 2 • Additional Expansions,https://psnprofiles.com/guide/10603-hitman-2-additional-expansions-hitman-2-new-york-dlc-trophy-guide,PS4,3/10,6,,"14,290",4/5,5,7
Hitman 2,https://psnprofiles.com/guide/10808-hitman-2-hitman-legacy-colorado-dlc-trophy-guide,PS4,3/10,6,,"7,500",3/5,5,6
Hitman 2,https://psnprofiles.com/guide/10561-hitman-2-trophy-guide,PS4,3/10,6,,"101,960",5/5,13,65
Hitman 2,https://psnprofiles.com/guide/10562-hitman-2-hawkes-bay-dlc-trophy-guide,PS4,3/10,6,,"26,191",5/5,11,15
Hitman 2 • Additional Expansions,https://psnprofiles.com/guide/10605-hitman-2-additional-expansions-hitman-2-haven-island-dlc-trophy-guide,PS4,3/10,6,,"16,166",4/5,8,8
The Long Dark,https://psnprofiles.com/guide/15354-the-long-dark-episode-3-crossroads-elegy-dlc-trophy-guide,PS4,3/10,6,,"3,353",,0,2
inFamous: Festival of Blood,https://psnprofiles.com/guide/2442-infamous-festival-of-blood-trophy-guide,PS3,3/10,6,,"41,778",5/5,22,59
Hitman 2,https://psnprofiles.com/guide/10568-hitman-2-santa-fortuna-dlc-trophy-guide,PS4,3/10,6,,"15,188",4/5,6,9
Battlefield 3,https://psnprofiles.com/guide/2838-battlefield-3-close-quarters-dlc-trophy-guide,PS3,3/10,6,,"10,089",5/5,6,11
Hitman 2,https://psnprofiles.com/guide/10802-hitman-2-isle-of-sg%C3%A0il-dlc-trophy-guide,PS4,3/10,6,,"13,944",4/5,5,6
Jurassic World Evolution,https://psnprofiles.com/guide/12841-jurassic-world-evolution-return-to-jurassic-park-dlc-trophy-guide,PS4,3/10,6,,"9,986",5/5,8,6
Minecraft,https://psnprofiles.com/guide/14897-minecraft-expansion-3-dlc-trophy-guide,PS3,3/10,6,,"8,733",5/5,5,5
Resident Evil: Operation Raccoon City,https://psnprofiles.com/guide/7274-resident-evil-operation-raccoon-city-echo-six-expansion-2-dlc-trophy-guide,PS3,3/10,7,,"10,198",,0,4
Resident Evil: Operation Raccoon City,https://psnprofiles.com/guide/7273-resident-evil-operation-raccoon-city-echo-six-expansion-1-dlc-trophy-guide,PS3,3/10,7,,"10,404",5/5,6,6
Who Wants To Be A Millionaire?,https://psnprofiles.com/guide/5060-who-wants-to-be-a-millionaire-trophy-guide,PS3,3/10,7,,"9,376",,0,6
WWE 2K Battlegrounds,https://psnprofiles.com/guide/11651-wwe-2k-battlegrounds-trophy-guide,PS4,3/10,7,,"65,530",4/5,22,36
Borderlands 3,https://psnprofiles.com/guide/10436-borderlands-3-bounty-of-blood-dlc-trophy-guide,PS4,3/10,7,,"38,050",5/5,17,17
Fallout 3,https://psnprofiles.com/guide/1295-fallout-3-mothership-zeta-dlc-trophy-guide,PS3,3/10,7,,"13,154",5/5,12,21
Gang Beasts,https://psnprofiles.com/guide/9537-gang-beasts-trophy-guide,PS4,3/10,7,,"37,780",4/5,6,29
Anodyne,https://psnprofiles.com/guide/10312-anodyne-trophy-guide,PS4,3/10,7,,"29,433",5/5,7,14
Dead by Daylight,https://psnprofiles.com/guide/7603-dead-by-daylight-curtain-call-chapter-dlc-trophy-guide,PS4,3/10,7,,"11,663",,0,6
Daylight,https://psnprofiles.com/guide/935-daylight-trophy-guide,PS4,3/10,7,,"9,605",,0,10
Rise of the Tomb Raider,https://psnprofiles.com/guide/5479-rise-of-the-tomb-raider-endurance-dlc-trophy-guide,PS4,3/10,7,,"58,376",4/5,26,39
Borderlands 2,https://psnprofiles.com/guide/13287-borderlands-2-tiny-tinas-assault-on-dragon-keep-dlc-trophy-guide,PS4,3/10,7,,"13,777",5/5,10,6
Castle Invasion: Throne Out,https://psnprofiles.com/guide/6103-castle-invasion-throne-out-trophy-guide,PS4,3/10,7,,"6,694",4/5,7,2
Borderlands 3,https://psnprofiles.com/guide/9473-borderlands-3-moxxis-heist-of-the-handsome-jackpot-dlc-trophy-guide,PS4,3/10,7,,"47,408",5/5,24,26
Assassin's Creed Odyssey,https://psnprofiles.com/guide/8956-assassins-creed-odyssey-the-fate-of-atlantis-episode-1-dlc-trophy-guide,PS4,3/10,8,,"77,787",5/5,19,25
Grand Theft Auto V,https://psnprofiles.com/guide/3345-grand-theft-auto-v-rockstar-editor-dlc-trophy-guide,PS4,3/10,8,,"92,683",5/5,29,87
Lost Judgment,https://psnprofiles.com/guide/17807-lost-judgment-the-kaito-files-dlc-trophy-guide,PS5,3/10,8,,"3,928",,0,3
Shantae,https://psnprofiles.com/guide/16958-shantae-trophy-guide,PS5,3/10,8,,"7,276",,0,12
Tower of Guns,https://psnprofiles.com/guide/2724-tower-of-guns-trophy-guide,PS3,3/10,8,,"15,075",5/5,5,47
Fast Draw Showdown,https://psnprofiles.com/guide/9014-fast-draw-showdown-trophy-guide,PS3,3/10,8,,"2,006",,0,1
Plants vs. Zombies: Garden Warfare 2,https://psnprofiles.com/guide/8704-plants-vs-zombies-garden-warfare-2-trials-of-gnomus-dlc-trophy-guide,PS4,3/10,8,,"21,256",3/5,13,9
Cuboid,https://psnprofiles.com/guide/16022-cuboid-trophy-guide,PS3,3/10,8,,"1,505",,0,1
Assassin's Creed Odyssey,https://psnprofiles.com/guide/8964-assassins-creed-odyssey-the-fate-of-atlantis-episode-2-dlc-trophy-guide,PS4,3/10,8,,"60,439",5/5,13,23
Mafia III,https://psnprofiles.com/guide/6309-mafia-iii-sign-of-the-times-dlc-trophy-guide,PS4,3/10,8,,"36,491",5/5,19,18
Minecraft,https://psnprofiles.com/guide/6864-minecraft-expansion-4-dlc-trophy-guide,PS4,3/10,8,,"28,716",4/5,12,9
Assassin's Creed Odyssey,https://psnprofiles.com/guide/9971-assassins-creed-odyssey-additional-feats-dlc-trophy-guide,PS4,3/10,8,,"76,584",5/5,21,24
Valiant Hearts: The Great War,https://psnprofiles.com/guide/2989-valiant-hearts-the-great-war-trophy-guide,PS4,3/10,8,,"57,593",4/5,26,112
Marvel's Spider-Man,https://psnprofiles.com/guide/8411-marvels-spider-man-new-game-dlc-trophy-guide,PS4,3/10,8,,"100,367",4/5,39,60
Honkai: Star Rail,https://psnprofiles.com/guide/18717-honkai-star-rail-star-rail-volume-three-dlc-trophy-guide,PS5,3/10,8,,"2,973",,0,6
Devil May Cry 5,https://psnprofiles.com/guide/8954-devil-may-cry-5-bloody-palace-dlc-trophy-guide,PS4,3/10,8,,"20,061",2/5,11,4
Battleborn,https://psnprofiles.com/guide/7640-battleborn-new-recruits-dlc-trophy-guide,PS4,3/10,8,,"3,537",5/5,5,3
De-Exit: Eternal Matters,https://psnprofiles.com/guide/16812-de-exit-eternal-matters-trophy-guide,PS5,3/10,8,Trophies Earned,"2,133",,0,4
Assassin's Creed Odyssey,https://psnprofiles.com/guide/8969-assassins-creed-odyssey-the-fate-of-atlantis-episode-3-dlc-trophy-guide,PS4,3/10,8,,"65,865",5/5,15,24
"Papers, Please",https://psnprofiles.com/guide/6787-papers-please-trophy-guide,Vita,3/10,9,,"44,264",5/5,26,42
Out of Space,https://psnprofiles.com/guide/19202-out-of-space-trophy-guide,PS4,3/10,10,,524,,0,2
Railway Empire,https://psnprofiles.com/guide/18464-railway-empire-great-britain-and-ireland-dlc-trophy-guide,PS4,3/10,10,,662,,0,0
Airship Q,https://psnprofiles.com/guide/16467-airship-q-trophy-guide,Vita,3/10,10,,924,,0,3
Assassin's Creed Revelations,https://psnprofiles.com/guide/13863-assassins-creed-revelations-multiplayer-character-dlc-trophy-guide,PS3,3/10,10,,"10,761",5/5,8,2
Stellaris,https://psnprofiles.com/guide/16949-stellaris-distant-stars-dlc-trophy-guide,PS4,3/10,10,,"1,096",,0,0
Battlefield: Bad Company 2,https://psnprofiles.com/guide/15046-battlefield-bad-company-2-vietnam-dlc-trophy-guide,PS3,3/10,10,,"8,424",,0,3
Touch My Katamari,https://psnprofiles.com/guide/17482-touch-my-katamari-trophy-guide,Vita,3/10,10,,"3,453",,0,8
Borderlands 3,https://psnprofiles.com/guide/9925-borderlands-3-guns-love-and-tentacles-dlc-trophy-guide,PS4,3/10,10,,"58,384",5/5,28,26
Need for Speed: Hot Pursuit,https://psnprofiles.com/guide/3033-need-for-speed-hot-pursuit-porsche-vs-lamborghini-dlc-trophy-guide,PS3,3/10,10,,"12,704",4/5,7,12
Hitman,https://psnprofiles.com/guide/4743-hitman-paris-dlc-trophy-guide,PS4,3/10,10,,"34,526",5/5,18,25
Z-Run,https://psnprofiles.com/guide/8486-z-run-trophy-guide,Vita,3/10,10,,"2,277",,0,2
Violett,https://psnprofiles.com/guide/16115-violett-trophy-guide,PS4,3/10,10,,"4,679",,0,2
Call of Duty: Black Ops 4,https://psnprofiles.com/guide/13551-call-of-duty-black-ops-4-tag-der-toten-dlc-trophy-guide,PS4,3/10,10,,"11,193",,0,4
Dead by Daylight • Additional Chapters,https://psnprofiles.com/guide/12369-dead-by-daylight-additional-chapters-dead-by-daylight-resident-evil-chapter-dlc-trophy-guide,PS4,3/10,10,,"6,176",,0,2
Kane & Lynch 2: Dog Days,https://psnprofiles.com/guide/8480-kane-lynch-2-dog-days-doggie-bag-dlc-trophy-guide,PS3,3/10,10,,"5,898",,0,3
Dead by Daylight • Additional Chapters,https://psnprofiles.com/guide/10377-dead-by-daylight-additional-chapters-dead-by-daylight-silent-hill-chapter-dlc-trophy-guide,PS4,3/10,10,,"9,679",,0,0
Outer Wilds,https://psnprofiles.com/guide/13085-outer-wilds-echoes-of-the-eye-dlc-trophy-guide,PS4,3/10,10,,"33,592",,0,8
The Outer Worlds,https://psnprofiles.com/guide/13491-the-outer-worlds-peril-on-gorgon-dlc-trophy-guide,PS4,3/10,10,,"26,867",4/5,9,14
Dead by Daylight,https://psnprofiles.com/guide/6661-dead-by-daylight-a-nightmare-on-elm-street-chapter-dlc-trophy-guide,PS4,3/10,10,,"11,317",,0,7
Watch Dogs,https://psnprofiles.com/guide/2102-watch-dogs-bad-blood-dlc-trophy-guide,PS4,3/10,10,,"43,079",5/5,17,35
Stellaris,https://psnprofiles.com/guide/16946-stellaris-263-dlc-trophy-guide,PS4,3/10,10,,"1,126",,0,0
Ghost of Tsushima,https://psnprofiles.com/guide/11065-ghost-of-tsushima-new-game-dlc-trophy-guide,PS4,3/10,10,,"72,083",4/5,21,42
Doom,https://psnprofiles.com/guide/15095-doom-expansion-3-dlc-trophy-guide,PS4,3/10,10,,"8,422",,0,6
Stellaris,https://psnprofiles.com/guide/16886-stellaris-overlord-dlc-trophy-guide,PS4,3/10,10,,"1,879",,0,1
Hitman,https://psnprofiles.com/guide/5672-hitman-colorado-dlc-trophy-guide,PS4,3/10,10,,"21,301",5/5,8,15
Hitman,https://psnprofiles.com/guide/4501-hitman-marrakesh-dlc-trophy-guide,PS4,3/10,10,,"22,015",4/5,11,20
Cities: Skylines,https://psnprofiles.com/guide/11765-cities-skylines-industries-dlc-trophy-guide,PS4,3/10,10,,"11,260",5/5,6,6
Organ Trail Complete,https://psnprofiles.com/guide/3477-organ-trail-complete-trophy-guide,PS4 Vita,3/10,10,,"5,503",4/5,5,11
Hitman,https://psnprofiles.com/guide/5673-hitman-hokkaid%C5%8D-dlc-trophy-guide,PS4,3/10,10,,"18,235",5/5,9,16
Star Wars Battlefront,https://psnprofiles.com/guide/4134-star-wars-battlefront-outer-rim-dlc-trophy-guide,PS4,3/10,10,,"15,430",4/5,11,21
Borderlands,https://psnprofiles.com/guide/7312-borderlands-claptraps-new-robot-revolution-dlc-trophy-guide,PS3,3/10,10,,"44,953",5/5,9,22
Call of Duty: Black Ops II,https://psnprofiles.com/guide/9889-call-of-duty-black-ops-ii-revolution-dlc-trophy-guide,PS3,3/10,10,,"11,050",,0,6
Back 4 Blood,https://psnprofiles.com/guide/14470-back-4-blood-tunnels-of-terror-dlc-trophy-guide,PS5,3/10,10,,"12,136",4/5,8,3
CounterSpy,https://psnprofiles.com/guide/6662-counterspy-trophy-guide,PS4,3/10,10,,"11,647",,0,11
Battlefield: Bad Company 2,https://psnprofiles.com/guide/16625-battlefield-bad-company-2-specact-dlc-trophy-guide,PS3,3/10,10,,"3,719",,0,2
Dead Rising 4,https://psnprofiles.com/guide/12448-dead-rising-4-capcom-heroes-dlc-trophy-guide,PS4,3/10,10,,"6,262",,0,0
Darksiders III,https://psnprofiles.com/guide/8609-darksiders-iii-new-game-plus-dlc-trophy-guide,PS4,3/10,10,,"30,027",5/5,10,11
Doom,https://psnprofiles.com/guide/15083-doom-expansion-1-dlc-trophy-guide,PS4,3/10,10,,"12,021",,0,6
Call of Duty: Black Ops II,https://psnprofiles.com/guide/9890-call-of-duty-black-ops-ii-uprising-dlc-trophy-guide,PS3,3/10,10,,"9,761",,0,4
Minecraft,https://psnprofiles.com/guide/6198-minecraft-expansion-6-dlc-trophy-guide,PS4,3/10,10,,"29,734",4/5,13,17
Hitman,https://psnprofiles.com/guide/4860-hitman-bangkok-dlc-trophy-guide,PS4,3/10,10,,"21,654",5/5,8,16
Fallout 76,https://psnprofiles.com/guide/12485-fallout-76-steel-reign-dlc-trophy-guide,PS4,3/10,10,,"26,918",4/5,7,5
Crysis 3,https://psnprofiles.com/guide/10207-crysis-3-lost-islands-dlc-trophy-guide,PS3,3/10,10,,"7,514",5/5,6,3
Hitman,https://psnprofiles.com/guide/4502-hitman-sapienza-dlc-trophy-guide,PS4,3/10,10,,"26,648",4/5,21,22
The Elder Scrolls V: Skyrim,https://psnprofiles.com/guide/4744-the-elder-scrolls-v-skyrim-dragonborn-dlc-trophy-guide,PS3,3/10,10,,"90,032",5/5,13,48
Minecraft,https://psnprofiles.com/guide/8285-minecraft-expansion-8-dlc-trophy-guide,PS4,3/10,10,,"23,666",4/5,15,11
Horizon Zero Dawn,https://psnprofiles.com/guide/6671-horizon-zero-dawn-the-frozen-wilds-quests-dlc-trophy-guide,PS4,3/10,10,,"221,240",5/5,52,144
Dead by Daylight • Additional Chapters,https://psnprofiles.com/guide/16960-dead-by-daylight-additional-chapters-dead-by-daylight-end-transmission-chapter-dlc-trophy-guide,PS4,3/10,10,,"3,183",,0,1
Horizon Zero Dawn,https://psnprofiles.com/guide/6672-horizon-zero-dawn-the-frozen-wilds-feats-dlc-trophy-guide,PS4,3/10,10,,"95,704",5/5,52,85
I Am Alive,https://psnprofiles.com/guide/7058-i-am-alive-trophy-guide,PS3,3/10,10,,"11,855",,0,18
Hitman,https://psnprofiles.com/guide/4742-hitman-trophy-guide,PS4,3/10,10,,"52,626",5/5,21,99
Marvel's Spider-Man 2,https://psnprofiles.com/guide/19591-marvels-spider-man-2-new-game-dlc-trophy-guide,PS5,3/10,11,,"5,565",3/5,27,2
Royal Defense,https://psnprofiles.com/guide/8742-royal-defense-trophy-guide,PS4,3/10,12,,"4,799",,0,1
Battlefield 4,https://psnprofiles.com/guide/8009-battlefield-4-china-rising-dlc-trophy-guide,PS4,3/10,12,,"21,634",4/5,6,6
Resident Evil 6,https://psnprofiles.com/guide/5143-resident-evil-6-survivors-dlc-trophy-guide,PS4,3/10,12,,"26,703",4/5,8,13
Borderlands,https://psnprofiles.com/guide/7300-borderlands-mad-moxxis-underdome-riot-dlc-trophy-guide,PS3,3/10,12,,"36,860",5/5,8,18
Child of Light,https://psnprofiles.com/guide/786-child-of-light-trophy-guide,PS4,3/10,12,,"79,198",5/5,39,197
Felix The Reaper,https://psnprofiles.com/guide/15982-felix-the-reaper-trophy-guide,PS4,3/10,12,"  WARNING: ","4,597",,0,3
Age of Wonders 4,https://psnprofiles.com/guide/18892-age-of-wonders-4-dragon-dawn-dlc-trophy-guide,PS5,3/10,15,,683,,0,1
ねぷねぷ☆コネクト カオスチャンプル,https://psnprofiles.com/guide/7532-%E3%81%AD%E3%81%B7%E3%81%AD%E3%81%B7%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-%E3%82%AB%E3%82%AA%E3%82%B9%E3%83%81%E3%83%A3%E3%83%B3%E3%83%97%E3%83%AB-trophy-guide,Vita,3/10,15,,"3,073",,0,2
Killzone Shadow Fall Intercept,https://psnprofiles.com/guide/9651-killzone-shadow-fall-intercept-trophy-guide,PS4,3/10,15,,"11,840",,0,6
Warframe,https://psnprofiles.com/guide/17548-warframe-update-32-dlc-trophy-guide,PS5,3/10,15,,"2,857",,0,1
Duke Nukem 3D: Megaton Edition,https://psnprofiles.com/guide/2233-duke-nukem-3d-megaton-edition-trophy-guide,PS3 Vita,3/10,15,,"17,419",5/5,6,36
Red Dead Redemption,https://psnprofiles.com/guide/265-red-dead-redemption-undead-nightmare-dlc-trophy-guide,PS3,3/10,15,,"70,223",4/5,21,73
World of Tanks,https://psnprofiles.com/guide/8155-world-of-tanks-heavyweight-dlc-trophy-guide,PS4,3/10,15,,"2,370",,0,1
Rocket League,https://psnprofiles.com/guide/4576-rocket-league-neo-tokyo-dlc-trophy-guide,PS4,3/10,15,,"48,259",4/5,20,35
Guns Up!,https://psnprofiles.com/guide/3744-guns-up-trophy-guide,PS4,3/10,15,,"22,494",5/5,9,29
Godfall,https://psnprofiles.com/guide/13005-godfall-lightbringer-dlc-trophy-guide,PS5,3/10,15,,"10,264",,0,3
Neon Chrome,https://psnprofiles.com/guide/6322-neon-chrome-trophy-guide,Vita,3/10,15,,"26,570",5/5,6,34
Chronus Arc,https://psnprofiles.com/guide/8585-chronus-arc-trophy-guide,PS4 Vita,3/10,15,,"5,945",,0,3
Ape Escape 2,https://psnprofiles.com/guide/4986-ape-escape-2-trophy-guide,PS4,3/10,15,,"39,580",5/5,8,38
Moving Out 2,https://psnprofiles.com/guide/17939-moving-out-2-trophy-guide,PS5,3/10,15,completely solo,"34,863",5/5,11,35
Poker Night at the Inventory 2,https://psnprofiles.com/guide/227-poker-night-at-the-inventory-2-trophy-guide,PS3,3/10,15,,"7,167",4/5,6,15
Anna: Extended Edition,https://psnprofiles.com/guide/5739-anna-extended-edition-trophy-guide,PS3,3/10,15,,"15,272",,0,23
Pac-Man 256,https://psnprofiles.com/guide/16234-pac-man-256-trophy-guide,PS4,3/10,15,,"4,931",,0,5
Twisted Metal: Black,https://psnprofiles.com/guide/5362-twisted-metal-black-trophy-guide,PS4,3/10,15,,"34,698",4/5,7,22
Assassin's Creed Valhalla,https://psnprofiles.com/guide/12226-assassins-creed-valhalla-wrath-of-the-druids-dlc-trophy-guide,PS4,3/10,15,,"69,096",5/5,13,24
Hitman 3,https://psnprofiles.com/guide/11555-hitman-3-hitman-dlc-trophy-guide,PS4,3/10,15,,"11,404",,0,7
Dying Light,https://psnprofiles.com/guide/5231-dying-light-the-following-dlc-trophy-guide,PS4,3/10,15,,"43,513",5/5,16,33
Shadow Blade: Reload,https://psnprofiles.com/guide/8124-shadow-blade-reload-trophy-guide,PS4,3/10,15,,"3,281",,0,1
Dead by Daylight • Additional Chapters,https://psnprofiles.com/guide/16853-dead-by-daylight-additional-chapters-dead-by-daylight-tools-of-torment-chapter-dlc-trophy-guide,PS4,3/10,15,,"3,365",,0,3
"Warhammer 40,000: Inquisitor - Martyr",https://psnprofiles.com/guide/14580-warhammer-40000-inquisitor-martyr-expansion-prophecy-dlc-trophy-guide,PS4,3/10,15,,"5,545",,0,2
Helldivers,https://psnprofiles.com/guide/3043-helldivers-turning-up-the-heat-dlc-trophy-guide,PS4 PS3 Vita,3/10,15,,"10,928",4/5,7,6
Tron RUN/r,https://psnprofiles.com/guide/16380-tron-runr-trophy-guide,PS4,3/10,15,,"6,551",,0,3
Assassin's Creed Valhalla,https://psnprofiles.com/guide/13967-assassins-creed-valhalla-dawn-of-ragnar%C3%B6k-dlc-trophy-guide,PS4,3/10,15,,"55,740",5/5,9,20
Dead by Daylight • Additional Chapters,https://psnprofiles.com/guide/14039-dead-by-daylight-additional-chapters-dead-by-daylight-sadako-rising-chapter-dlc-trophy-guide,PS4,3/10,15,,"8,094",,0,1
